sale_id,branch_id,employee_id,medication_id,sale_date,sale_time,quantity,unit_price,total_amount,payment_method,customer_age_group
35608,8,14,155,2023-07-06,11:23:00,2,268.26,536.52,Card,Senior
35609,10,6,8,2023-12-03,18:26:00,2,380.26,760.52,Cash,Adult
35610,7,46,90,2023-08-15,10:43:00,2,101.88,203.76,Cash,Senior
35611,1,35,76,2024-12-01,17:44:00,2,322.91,645.82,Cash,Child
35612,8,6,70,2023-03-22,10:54:00,2,60.82,121.64,Insurance,Child
35613,9,20,110,2024-01-13,13:05:00,1,89.96,89.96,Cash,Senior
35614,8,14,139,2023-09-08,12:54:00,1,239.87,239.87,Card,Adult
35615,2,3,139,2023-07-26,15:40:00,1,239.87,239.87,Card,Child
35616,2,43,128,2023-08-18,09:09:00,1,281.37,281.37,Card,Child
35617,7,1,135,2023-05-07,15:11:00,2,329.28,658.56,Card,Adult
35618,4,4,62,2024-09-05,20:43:00,3,79.35,238.05,Card,Senior
35619,5,31,110,2024-01-15,19:04:00,4,89.96,359.84,Cash,Senior
35620,9,5,103,2023-12-18,19:09:00,1,33.79,33.79,Card,Senior
35621,2,43,69,2023-06-27,13:03:00,1,236.29,236.29,Insurance,Senior
35622,7,47,116,2024-12-07,21:12:00,3,350.91,1052.73,Cash,Senior
35623,2,16,94,2024-03-06,10:32:00,1,332.24,332.24,Insurance,Adult
35624,5,32,24,2024-04-15,21:02:00,3,332.69,998.07,Insurance,Adult
35625,9,49,150,2024-04-09,14:44:00,2,440.7,881.4,Card,Child
35626,7,27,61,2023-04-19,17:20:00,2,94.04,188.08,Card,Adult
35627,4,7,118,2024-07-17,16:46:00,1,121.59,121.59,Cash,Adult
35628,2,2,132,2024-10-25,10:44:00,1,246.28,246.28,Cash,Child
35629,3,45,92,2023-01-22,21:27:00,1,107.07,107.07,Cash,Child
35630,8,9,9,2024-12-11,18:00:00,1,145.51,145.51,Card,Adult
35631,4,45,84,2024-07-21,18:27:00,1,160.31,160.31,Card,Child
35632,4,23,7,2023-09-28,13:59:00,1,104.87,104.87,Cash,Adult
35633,7,23,68,2024-07-30,10:11:00,1,334.29,334.29,Card,Child
35634,4,23,75,2023-08-23,17:43:00,3,318.74,956.22,Card,Child
35635,7,7,125,2023-04-30,20:43:00,1,102.83,102.83,Cash,Senior
35636,7,44,82,2023-12-07,18:02:00,1,375.39,375.39,Card,Adult
35637,7,9,70,2024-06-23,16:28:00,1,60.82,60.82,Insurance,Adult
35638,5,4,126,2024-03-05,11:45:00,2,219.54,439.08,Card,Child
35639,3,41,14,2024-11-04,11:07:00,4,168.06,672.24,Cash,Senior
35640,1,23,55,2023-01-28,16:03:00,2,28.69,57.38,Cash,Senior
35641,5,49,3,2024-09-20,12:16:00,2,356.61,713.22,Cash,Adult
35642,10,4,35,2024-04-14,09:34:00,1,457.54,457.54,Cash,Adult
35643,7,21,108,2023-04-01,09:57:00,1,390.79,390.79,Cash,Child
35644,10,42,69,2023-11-29,10:00:00,1,236.29,236.29,Cash,Adult
35645,3,50,30,2023-06-13,19:03:00,1,300.53,300.53,Insurance,Child
35646,9,49,65,2023-03-10,15:10:00,1,333.71,333.71,Cash,Senior
35647,9,30,169,2023-10-01,21:17:00,1,187.04,187.04,Insurance,Child
35648,1,4,125,2024-06-14,21:25:00,1,102.83,102.83,Cash,Senior
35649,1,43,99,2023-04-28,09:30:00,1,409.2,409.2,Card,Child
35650,9,5,78,2023-07-09,14:29:00,1,234.82,234.82,Cash,Senior
35651,4,37,53,2024-02-10,21:19:00,2,109.69,219.38,Cash,Senior
35652,9,43,133,2023-10-30,09:42:00,4,369.62,1478.48,Insurance,Adult
35653,10,39,65,2023-05-26,18:52:00,1,333.71,333.71,Card,Adult
35654,1,41,57,2024-11-14,19:44:00,2,198.62,397.24,Card,Senior
35655,10,16,163,2023-07-04,10:17:00,1,409.93,409.93,Card,Child
35656,5,21,155,2023-08-28,21:03:00,4,268.26,1073.04,Cash,Senior
35657,5,10,120,2023-09-04,14:53:00,1,195.5,195.5,Card,Child
35658,2,11,28,2023-01-26,15:16:00,1,305.62,305.62,Insurance,Senior
35659,1,16,50,2023-10-12,18:08:00,1,446.76,446.76,Card,Senior
35660,4,16,90,2024-08-20,18:06:00,4,101.88,407.52,Card,Adult
35661,1,40,133,2023-06-27,19:19:00,2,369.62,739.24,Insurance,Child
35662,7,23,111,2024-02-22,16:16:00,2,356.92,713.84,Insurance,Child
35663,2,50,140,2024-09-01,18:34:00,1,344.34,344.34,Card,Child
35664,7,29,188,2024-02-09,14:55:00,3,307.56,922.68,Cash,Senior
35665,10,25,167,2023-10-18,20:31:00,1,158.36,158.36,Insurance,Senior
35666,6,41,192,2023-08-05,11:10:00,1,273.77,273.77,Insurance,Adult
35667,7,28,80,2023-06-14,14:30:00,2,88.35,176.7,Card,Child
35668,7,44,155,2023-03-14,10:05:00,1,268.26,268.26,Card,Adult
35669,2,17,48,2024-12-22,20:24:00,4,86.16,344.64,Cash,Senior
35670,2,8,4,2023-12-05,14:56:00,2,23.2,46.4,Cash,Senior
35671,4,24,16,2024-03-16,19:35:00,3,135.07,405.21,Cash,Senior
35672,2,2,131,2023-11-10,09:27:00,2,12.75,25.5,Cash,Senior
35673,7,22,97,2023-05-22,13:34:00,1,93.87,93.87,Insurance,Child
35674,10,3,96,2024-12-01,09:49:00,4,123.39,493.56,Insurance,Adult
35675,2,46,173,2024-01-20,14:15:00,1,66.93,66.93,Insurance,Senior
35676,2,41,80,2023-08-02,09:33:00,4,88.35,353.4,Cash,Child
35677,6,9,32,2023-12-22,13:02:00,1,331.99,331.99,Card,Adult
35678,1,40,178,2024-12-02,11:35:00,2,18.41,36.82,Cash,Child
35679,3,38,147,2024-05-06,15:15:00,1,60.85,60.85,Cash,Child
35680,9,3,152,2024-03-26,18:07:00,3,308.07,924.21,Card,Adult
35681,3,22,41,2023-11-18,10:32:00,2,342.09,684.18,Cash,Adult
35682,9,50,121,2023-02-28,09:42:00,4,313.23,1252.92,Card,Child
35683,10,24,88,2023-09-09,18:00:00,1,368.08,368.08,Card,Senior
35684,6,23,20,2024-07-19,14:16:00,1,179.02,179.02,Insurance,Adult
35685,7,34,43,2024-04-20,16:17:00,1,110.04,110.04,Card,Senior
35686,6,23,30,2023-10-23,19:10:00,1,300.53,300.53,Cash,Senior
35687,6,37,174,2023-08-14,21:11:00,1,53.67,53.67,Cash,Child
35688,10,37,137,2024-05-22,12:38:00,2,59.67,119.34,Card,Senior
35689,7,12,173,2023-09-23,19:48:00,1,66.93,66.93,Card,Adult
35690,4,13,32,2024-07-23,18:00:00,1,331.99,331.99,Cash,Adult
35691,8,44,80,2024-10-01,09:34:00,5,88.35,441.75,Cash,Adult
35692,3,44,87,2024-02-21,21:16:00,1,382.04,382.04,Insurance,Adult
35693,5,3,24,2023-08-05,13:32:00,1,332.69,332.69,Insurance,Adult
35694,9,40,68,2023-10-19,19:32:00,3,334.29,1002.87,Card,Senior
35695,1,26,106,2023-07-16,11:02:00,2,173.85,347.7,Cash,Senior
35696,9,3,140,2023-02-24,17:58:00,1,344.34,344.34,Insurance,Adult
35697,5,23,26,2024-12-09,16:17:00,2,27.7,55.4,Insurance,Adult
35698,1,13,41,2024-01-16,16:49:00,3,342.09,1026.27,Card,Adult
35699,6,35,172,2024-06-30,17:12:00,2,362.71,725.42,Card,Senior
35700,5,36,13,2024-08-31,13:11:00,2,315.7,631.4,Insurance,Child
35701,3,14,63,2023-10-28,11:05:00,4,90.69,362.76,Cash,Senior
35702,6,1,49,2023-08-01,13:19:00,2,139.2,278.4,Card,Adult
35703,9,26,140,2023-07-13,18:26:00,2,344.34,688.68,Cash,Senior
35704,8,40,16,2023-09-29,20:23:00,2,135.07,270.14,Card,Adult
35705,4,20,86,2024-02-15,16:41:00,1,350.16,350.16,Cash,Child
35706,4,33,98,2024-03-30,21:21:00,1,305.33,305.33,Insurance,Senior
35707,5,1,125,2024-05-12,21:27:00,2,102.83,205.66,Cash,Child
35708,7,4,198,2024-11-09,18:49:00,1,381.87,381.87,Card,Senior
35709,8,26,130,2024-05-25,14:24:00,2,321.64,643.28,Card,Child
35710,8,8,109,2024-07-12,15:23:00,2,272.54,545.08,Card,Senior
35711,10,10,7,2024-04-10,10:52:00,1,104.87,104.87,Insurance,Child
35712,10,13,129,2023-03-18,16:06:00,2,94.15,188.3,Insurance,Adult
35713,3,30,83,2023-03-31,14:25:00,2,111.25,222.5,Insurance,Child
35714,3,39,134,2024-10-23,19:12:00,2,167.18,334.36,Card,Senior
35715,8,24,108,2024-05-27,21:56:00,4,390.79,1563.16,Insurance,Child
35716,8,7,100,2023-09-14,09:43:00,1,235.69,235.69,Card,Child
35717,10,1,92,2023-02-18,11:21:00,1,107.07,107.07,Insurance,Adult
35718,2,45,128,2024-09-07,13:30:00,2,281.37,562.74,Insurance,Senior
35719,4,29,90,2023-02-20,09:19:00,2,101.88,203.76,Cash,Adult
35720,4,30,174,2024-01-20,18:07:00,1,53.67,53.67,Cash,Child
35721,7,21,90,2024-04-16,14:24:00,1,101.88,101.88,Card,Senior
35722,8,42,77,2023-12-02,11:02:00,1,238.24,238.24,Cash,Senior
35723,8,16,193,2024-11-27,21:12:00,1,129.63,129.63,Cash,Adult
35724,9,14,105,2024-02-22,16:26:00,4,73.97,295.88,Insurance,Child
35725,6,34,78,2024-12-26,17:05:00,2,234.82,469.64,Cash,Adult
35726,3,33,4,2024-10-03,19:08:00,2,23.2,46.4,Insurance,Child
35727,9,34,189,2023-01-02,21:01:00,3,135.16,405.48,Cash,Adult
35728,6,3,1,2024-01-02,20:58:00,2,144.7,289.4,Cash,Adult
35729,9,40,49,2024-05-18,12:56:00,1,139.2,139.2,Insurance,Senior
35730,10,47,176,2023-11-10,19:24:00,1,153.3,153.3,Card,Child
35731,4,18,71,2024-10-04,09:24:00,1,184.95,184.95,Insurance,Senior
35732,9,43,121,2023-09-14,19:12:00,1,313.23,313.23,Card,Senior
35733,5,19,141,2024-11-12,17:55:00,4,243.93,975.72,Card,Adult
35734,7,37,126,2024-09-13,13:49:00,2,219.54,439.08,Insurance,Senior
35735,9,48,96,2023-07-31,17:03:00,2,123.39,246.78,Card,Adult
35736,4,14,83,2024-10-28,14:02:00,3,111.25,333.75,Card,Adult
35737,2,25,66,2024-04-29,20:31:00,1,265.48,265.48,Card,Child
35738,10,42,105,2023-01-27,19:34:00,2,73.97,147.94,Cash,Child
35739,1,6,6,2023-03-19,21:42:00,2,159.38,318.76,Cash,Child
35740,2,45,138,2023-12-10,09:33:00,1,215.3,215.3,Card,Child
35741,2,30,101,2023-06-14,18:39:00,2,106.05,212.1,Cash,Adult
35742,6,39,115,2024-12-09,21:39:00,2,363.66,727.32,Card,Senior
35743,4,47,132,2024-06-07,21:39:00,2,246.28,492.56,Card,Adult
35744,6,28,179,2023-10-30,10:52:00,4,50.35,201.4,Cash,Senior
35745,9,12,78,2024-02-18,12:24:00,4,234.82,939.28,Card,Adult
35746,2,31,77,2024-08-11,18:54:00,1,238.24,238.24,Insurance,Adult
35747,8,10,133,2024-05-23,09:53:00,2,369.62,739.24,Card,Senior
35748,4,19,121,2024-12-23,10:47:00,1,313.23,313.23,Cash,Child
35749,9,2,65,2024-11-08,11:52:00,1,333.71,333.71,Cash,Adult
35750,6,41,121,2024-05-20,17:02:00,2,313.23,626.46,Cash,Senior
35751,8,27,128,2024-05-03,21:42:00,1,281.37,281.37,Card,Senior
35752,5,4,49,2023-04-12,11:36:00,5,139.2,696.0,Cash,Child
35753,4,34,131,2023-01-17,11:51:00,2,12.75,25.5,Card,Adult
35754,10,5,87,2023-06-15,11:53:00,1,382.04,382.04,Card,Senior
35755,7,41,100,2023-01-25,20:08:00,1,235.69,235.69,Insurance,Adult
35756,7,36,129,2024-12-16,21:15:00,1,94.15,94.15,Cash,Senior
35757,3,46,142,2024-02-29,21:41:00,2,7.83,15.66,Insurance,Senior
35758,8,18,99,2024-09-06,14:13:00,3,409.2,1227.6,Cash,Senior
35759,2,22,36,2023-02-15,14:50:00,1,184.76,184.76,Insurance,Senior
35760,7,35,36,2024-07-12,20:49:00,1,184.76,184.76,Card,Child
35761,7,32,17,2024-10-19,18:09:00,2,334.1,668.2,Insurance,Senior
35762,3,34,89,2023-07-28,09:22:00,1,102.74,102.74,Card,Child
35763,8,36,122,2023-07-05,12:33:00,1,12.6,12.6,Card,Adult
35764,10,48,31,2023-02-22,17:58:00,1,194.31,194.31,Card,Adult
35765,9,49,176,2023-12-28,16:42:00,1,153.3,153.3,Cash,Senior
35766,10,21,70,2023-08-06,17:55:00,1,60.82,60.82,Insurance,Senior
35767,10,45,73,2024-06-01,20:33:00,4,279.3,1117.2,Card,Child
35768,9,16,63,2024-12-06,17:12:00,2,90.69,181.38,Cash,Adult
35769,1,28,103,2023-11-10,21:45:00,1,33.79,33.79,Card,Child
35770,1,23,98,2023-10-01,13:26:00,1,305.33,305.33,Insurance,Child
35771,9,39,168,2023-03-27,17:00:00,1,334.67,334.67,Cash,Adult
35772,7,48,111,2023-08-29,20:36:00,3,356.92,1070.76,Insurance,Child
35773,2,10,82,2024-04-15,15:42:00,2,375.39,750.78,Cash,Child
35774,4,48,35,2024-01-14,10:30:00,1,457.54,457.54,Insurance,Senior
35775,5,1,137,2024-10-28,13:04:00,3,59.67,179.01,Card,Senior
35776,3,47,101,2023-04-17,15:15:00,1,106.05,106.05,Cash,Senior
35777,3,22,64,2023-03-18,20:02:00,1,284.41,284.41,Insurance,Adult
35778,5,8,38,2023-12-19,20:55:00,1,459.26,459.26,Card,Senior
35779,9,4,198,2023-12-15,09:50:00,2,381.87,763.74,Cash,Senior
35780,10,34,67,2023-01-08,10:23:00,2,149.77,299.54,Card,Adult
35781,2,18,93,2024-02-03,17:35:00,1,174.61,174.61,Cash,Adult
35782,2,39,47,2023-07-18,19:11:00,1,224.21,224.21,Insurance,Senior
35783,5,49,197,2024-09-15,16:00:00,1,329.64,329.64,Card,Senior
35784,10,10,25,2023-08-13,15:45:00,1,179.05,179.05,Cash,Child
35785,1,30,102,2023-09-10,19:52:00,3,303.16,909.48,Card,Child
35786,6,1,111,2024-09-15,20:02:00,1,356.92,356.92,Cash,Senior
35787,3,41,69,2023-01-05,12:59:00,2,236.29,472.58,Insurance,Child
35788,7,17,100,2023-09-26,19:39:00,3,235.69,707.07,Cash,Child
35789,3,21,104,2023-10-14,10:37:00,2,84.02,168.04,Cash,Senior
35790,5,15,68,2023-09-16,10:08:00,5,334.29,1671.45,Card,Child
35791,7,34,151,2024-11-16,14:21:00,1,348.55,348.55,Card,Senior
35792,1,38,186,2023-03-22,15:57:00,1,69.6,69.6,Insurance,Child
35793,10,36,78,2024-01-23,14:36:00,2,234.82,469.64,Card,Child
35794,1,3,194,2024-10-26,15:24:00,2,40.52,81.04,Cash,Adult
35795,6,41,79,2024-11-12,15:26:00,2,286.93,573.86,Cash,Senior
35796,1,12,56,2023-04-25,12:56:00,2,125.0,250.0,Insurance,Senior
35797,6,33,125,2024-11-22,10:24:00,1,102.83,102.83,Card,Child
35798,9,30,82,2024-05-13,20:41:00,2,375.39,750.78,Card,Senior
35799,3,42,56,2024-09-28,09:37:00,1,125.0,125.0,Card,Senior
35800,2,4,97,2024-09-05,14:35:00,1,93.87,93.87,Insurance,Adult
35801,8,39,140,2023-08-25,17:25:00,1,344.34,344.34,Card,Adult
35802,2,15,11,2023-11-01,19:40:00,1,109.07,109.07,Cash,Child
35803,6,15,37,2023-08-18,11:14:00,1,7.48,7.48,Card,Child
35804,4,7,29,2023-06-08,20:01:00,2,82.49,164.98,Insurance,Child
35805,8,3,62,2024-02-16,13:34:00,1,79.35,79.35,Cash,Adult
35806,10,9,75,2023-01-17,12:32:00,1,318.74,318.74,Card,Senior
35807,1,26,113,2023-11-02,11:05:00,3,157.5,472.5,Insurance,Child
35808,3,42,182,2024-03-26,09:39:00,1,184.37,184.37,Card,Child
35809,6,3,13,2024-03-24,13:16:00,3,315.7,947.1,Insurance,Senior
35810,5,36,104,2024-02-18,10:33:00,3,84.02,252.06,Cash,Adult
35811,6,37,74,2023-02-24,17:15:00,1,294.84,294.84,Card,Senior
35812,8,43,61,2024-05-24,12:06:00,1,94.04,94.04,Cash,Adult
35813,10,47,80,2024-11-05,18:01:00,1,88.35,88.35,Cash,Senior
35814,10,49,125,2024-09-21,13:10:00,2,102.83,205.66,Cash,Adult
35815,5,13,127,2023-02-14,14:04:00,2,270.08,540.16,Card,Child
35816,2,44,64,2024-09-02,09:45:00,3,284.41,853.23,Insurance,Senior
35817,7,18,92,2023-02-06,10:55:00,2,107.07,214.14,Cash,Senior
35818,5,25,80,2024-03-18,12:28:00,3,88.35,265.05,Cash,Child
35819,3,40,51,2024-10-11,12:29:00,3,316.11,948.33,Cash,Adult
35820,7,50,63,2023-12-04,16:32:00,2,90.69,181.38,Card,Senior
35821,6,23,76,2024-07-03,09:29:00,1,322.91,322.91,Cash,Senior
35822,1,41,65,2024-12-16,10:48:00,3,333.71,1001.13,Insurance,Senior
35823,1,18,48,2024-03-03,14:01:00,4,86.16,344.64,Insurance,Senior
35824,7,7,105,2023-01-18,09:13:00,1,73.97,73.97,Insurance,Child
35825,8,43,68,2024-10-06,20:51:00,2,334.29,668.58,Insurance,Senior
35826,7,31,69,2023-05-13,18:36:00,1,236.29,236.29,Cash,Child
35827,3,35,14,2024-10-11,19:51:00,1,168.06,168.06,Cash,Senior
35828,7,33,24,2023-03-18,16:49:00,1,332.69,332.69,Cash,Child
35829,6,31,67,2023-02-09,17:28:00,2,149.77,299.54,Cash,Child
35830,10,13,52,2024-04-17,21:07:00,1,46.79,46.79,Insurance,Senior
35831,7,14,114,2024-06-17,15:10:00,2,176.7,353.4,Card,Adult
35832,10,38,102,2024-12-18,16:13:00,5,303.16,1515.8,Cash,Child
35833,2,36,81,2023-01-04,15:54:00,1,420.77,420.77,Cash,Adult
35834,8,22,69,2024-04-19,09:25:00,1,236.29,236.29,Card,Child
35835,9,39,129,2024-07-13,12:07:00,3,94.15,282.45,Insurance,Senior
35836,2,3,81,2024-05-05,13:03:00,1,420.77,420.77,Insurance,Adult
35837,4,24,123,2023-11-05,20:53:00,1,174.84,174.84,Cash,Senior
35838,8,48,77,2024-07-22,16:12:00,1,238.24,238.24,Cash,Child
35839,1,24,134,2023-06-26,17:48:00,5,167.18,835.9,Cash,Child
35840,5,24,80,2023-07-11,13:19:00,1,88.35,88.35,Insurance,Child
35841,2,39,65,2023-11-08,17:08:00,5,333.71,1668.55,Card,Child
35842,8,18,125,2023-03-31,19:06:00,1,102.83,102.83,Insurance,Senior
35843,4,23,40,2023-03-05,18:09:00,2,30.89,61.78,Cash,Adult
35844,9,48,33,2024-08-14,16:49:00,3,197.97,593.91,Cash,Senior
35845,10,43,7,2024-06-07,17:02:00,1,104.87,104.87,Card,Child
35846,4,1,14,2024-02-21,20:26:00,1,168.06,168.06,Insurance,Child
35847,2,45,43,2024-12-12,20:43:00,3,110.04,330.12,Insurance,Adult
35848,4,17,26,2024-08-23,17:25:00,2,27.7,55.4,Cash,Adult
35849,4,32,191,2024-09-03,17:23:00,2,293.13,586.26,Cash,Child
35850,9,47,40,2024-11-01,10:48:00,1,30.89,30.89,Insurance,Child
35851,7,30,125,2024-10-05,19:29:00,1,102.83,102.83,Card,Senior
35852,3,30,34,2024-06-21,21:12:00,2,311.34,622.68,Cash,Senior
35853,7,33,63,2023-11-30,18:46:00,1,90.69,90.69,Card,Senior
35854,9,36,26,2023-01-20,10:26:00,1,27.7,27.7,Card,Senior
35855,3,37,79,2024-10-01,12:54:00,3,286.93,860.79,Cash,Adult
35856,9,28,111,2024-11-30,14:49:00,1,356.92,356.92,Card,Child
35857,5,26,32,2024-10-27,09:28:00,1,331.99,331.99,Card,Child
35858,2,49,193,2023-02-13,16:19:00,1,129.63,129.63,Cash,Adult
35859,3,9,4,2024-10-16,20:53:00,2,23.2,46.4,Insurance,Senior
35860,4,26,123,2023-10-04,12:07:00,1,174.84,174.84,Card,Child
35861,5,47,110,2023-02-22,09:18:00,2,89.96,179.92,Cash,Adult
35862,2,26,4,2024-09-07,12:16:00,3,23.2,69.6,Card,Child
35863,5,21,40,2024-12-07,18:58:00,1,30.89,30.89,Insurance,Adult
35864,8,19,79,2023-07-31,12:03:00,3,286.93,860.79,Insurance,Senior
35865,9,28,81,2023-03-12,16:29:00,1,420.77,420.77,Insurance,Child
35866,3,1,119,2023-11-28,19:20:00,1,318.4,318.4,Insurance,Senior
35867,2,18,139,2024-05-23,12:46:00,1,239.87,239.87,Cash,Senior
35868,7,39,195,2023-06-10,14:11:00,1,61.27,61.27,Cash,Adult
35869,10,14,43,2024-01-16,15:25:00,1,110.04,110.04,Card,Senior
35870,5,39,91,2024-08-23,10:58:00,2,161.52,323.04,Cash,Child
35871,2,20,90,2023-10-07,09:52:00,1,101.88,101.88,Card,Child
35872,10,16,63,2023-06-24,14:44:00,3,90.69,272.07,Card,Child
35873,4,35,12,2023-04-03,18:31:00,3,178.73,536.19,Insurance,Senior
35874,4,20,113,2024-10-21,14:39:00,1,157.5,157.5,Cash,Child
35875,6,16,115,2023-08-08,18:29:00,1,363.66,363.66,Cash,Adult
35876,7,19,60,2024-10-22,16:16:00,1,149.14,149.14,Card,Senior
35877,4,31,59,2023-07-10,13:34:00,1,159.33,159.33,Cash,Senior
35878,5,45,88,2023-09-28,11:56:00,1,368.08,368.08,Insurance,Child
35879,7,43,148,2024-08-21,20:15:00,1,221.3,221.3,Cash,Adult
35880,4,18,17,2024-02-22,20:33:00,5,334.1,1670.5,Insurance,Child
35881,10,8,108,2023-09-26,19:19:00,2,390.79,781.58,Card,Senior
35882,2,44,48,2024-02-29,19:43:00,5,86.16,430.8,Card,Adult
35883,7,24,122,2024-11-22,19:06:00,1,12.6,12.6,Insurance,Senior
35884,9,43,160,2023-06-03,19:32:00,1,196.56,196.56,Insurance,Adult
35885,9,41,7,2024-06-04,11:33:00,2,104.87,209.74,Cash,Senior
35886,2,49,44,2023-09-22,11:48:00,1,279.37,279.37,Insurance,Child
35887,9,9,35,2024-04-20,15:55:00,4,457.54,1830.16,Insurance,Adult
35888,7,44,69,2024-06-24,15:56:00,1,236.29,236.29,Cash,Senior
35889,4,38,41,2024-07-31,13:11:00,5,342.09,1710.45,Cash,Senior
35890,10,48,83,2024-11-08,19:03:00,3,111.25,333.75,Insurance,Adult
35891,4,49,73,2024-11-06,10:11:00,2,279.3,558.6,Cash,Adult
35892,9,29,144,2024-10-31,09:03:00,1,325.33,325.33,Insurance,Child
35893,2,49,66,2024-11-18,19:48:00,1,265.48,265.48,Card,Senior
35894,8,27,137,2023-10-15,19:46:00,1,59.67,59.67,Insurance,Child
35895,2,36,103,2023-11-30,10:23:00,1,33.79,33.79,Card,Adult
35896,7,24,48,2023-07-11,14:28:00,1,86.16,86.16,Cash,Child
35897,9,48,185,2023-02-23,17:20:00,1,92.71,92.71,Cash,Adult
35898,8,23,85,2023-04-22,18:18:00,2,264.8,529.6,Card,Adult
35899,9,30,139,2024-02-12,15:25:00,1,239.87,239.87,Card,Child
35900,6,3,178,2023-02-26,18:59:00,1,18.41,18.41,Insurance,Child
35901,9,9,94,2023-09-23,10:02:00,1,332.24,332.24,Card,Senior
35902,8,46,80,2023-04-02,21:06:00,1,88.35,88.35,Card,Child
35903,1,34,78,2023-03-25,21:44:00,2,234.82,469.64,Card,Child
35904,5,4,137,2024-08-12,12:52:00,1,59.67,59.67,Card,Adult
35905,7,1,14,2024-09-07,17:02:00,1,168.06,168.06,Insurance,Child
35906,6,15,84,2023-12-02,14:10:00,3,160.31,480.93,Card,Adult
35907,5,25,78,2023-08-24,14:50:00,3,234.82,704.46,Cash,Adult
35908,9,17,61,2024-11-20,11:23:00,1,94.04,94.04,Insurance,Child
35909,7,24,58,2023-09-04,13:02:00,1,42.09,42.09,Card,Senior
35910,7,29,91,2024-09-04,20:20:00,1,161.52,161.52,Insurance,Adult
35911,10,36,109,2023-02-09,17:14:00,1,272.54,272.54,Insurance,Adult
35912,9,23,3,2023-04-22,21:10:00,2,356.61,713.22,Insurance,Adult
35913,8,12,77,2024-05-11,17:14:00,2,238.24,476.48,Insurance,Senior
35914,4,15,78,2023-01-17,10:16:00,3,234.82,704.46,Cash,Child
35915,1,11,68,2024-06-22,17:22:00,2,334.29,668.58,Insurance,Child
35916,7,48,162,2024-03-07,21:30:00,1,12.04,12.04,Insurance,Adult
35917,2,29,49,2023-04-27,15:50:00,1,139.2,139.2,Card,Adult
35918,3,26,121,2023-09-03,09:44:00,2,313.23,626.46,Card,Adult
35919,4,18,107,2024-03-26,21:20:00,3,106.06,318.18,Insurance,Senior
35920,10,32,151,2024-02-06,10:12:00,1,348.55,348.55,Cash,Senior
35921,4,46,5,2024-11-13,13:21:00,1,344.28,344.28,Insurance,Child
35922,2,48,90,2024-12-21,17:45:00,1,101.88,101.88,Insurance,Adult
35923,8,19,32,2023-03-31,18:40:00,2,331.99,663.98,Card,Adult
35924,10,22,4,2023-04-08,20:00:00,2,23.2,46.4,Cash,Senior
35925,9,6,192,2024-03-14,12:47:00,4,273.77,1095.08,Insurance,Adult
35926,5,24,3,2023-05-07,09:15:00,3,356.61,1069.83,Card,Senior
35927,5,36,107,2023-09-06,19:10:00,1,106.06,106.06,Card,Child
35928,4,46,155,2023-08-09,18:26:00,2,268.26,536.52,Card,Senior
35929,4,6,192,2023-08-28,10:08:00,2,273.77,547.54,Cash,Child
35930,8,15,18,2024-09-03,13:20:00,2,336.23,672.46,Cash,Senior
35931,5,48,41,2024-01-01,10:48:00,1,342.09,342.09,Cash,Child
35932,2,36,131,2023-05-29,14:33:00,2,12.75,25.5,Insurance,Adult
35933,5,6,116,2024-06-09,09:55:00,5,350.91,1754.55,Card,Child
35934,1,2,126,2023-01-02,16:36:00,3,219.54,658.62,Cash,Child
35935,4,31,55,2023-09-03,16:00:00,2,28.69,57.38,Cash,Child
35936,2,5,132,2024-10-19,10:27:00,1,246.28,246.28,Card,Senior
35937,1,26,144,2023-05-04,13:46:00,3,325.33,975.99,Card,Adult
35938,2,3,85,2023-05-13,13:54:00,2,264.8,529.6,Card,Adult
35939,9,35,78,2024-03-18,13:27:00,1,234.82,234.82,Card,Adult
35940,4,30,142,2024-06-06,12:50:00,1,7.83,7.83,Cash,Senior
35941,6,11,46,2024-09-15,12:46:00,1,261.05,261.05,Cash,Adult
35942,4,48,130,2023-07-22,12:00:00,1,321.64,321.64,Insurance,Senior
35943,7,23,1,2024-06-28,12:38:00,3,144.7,434.1,Cash,Child
35944,10,13,126,2024-06-04,19:46:00,1,219.54,219.54,Insurance,Child
35945,3,2,76,2023-09-02,19:17:00,1,322.91,322.91,Insurance,Child
35946,4,1,181,2024-01-11,09:01:00,4,120.71,482.84,Cash,Senior
35947,2,13,91,2023-09-27,12:15:00,1,161.52,161.52,Cash,Child
35948,3,22,94,2023-06-07,18:59:00,2,332.24,664.48,Insurance,Adult
35949,6,49,74,2023-09-01,13:33:00,1,294.84,294.84,Card,Child
35950,2,39,68,2024-12-14,19:47:00,1,334.29,334.29,Cash,Senior
35951,9,7,82,2024-09-27,10:41:00,5,375.39,1876.95,Card,Child
35952,3,39,29,2023-07-22,13:29:00,2,82.49,164.98,Card,Senior
35953,4,29,117,2024-03-13,10:01:00,1,197.43,197.43,Insurance,Child
35954,2,16,61,2023-06-02,12:40:00,1,94.04,94.04,Cash,Child
35955,8,40,78,2024-03-22,21:05:00,2,234.82,469.64,Card,Senior
35956,6,38,71,2023-08-17,10:32:00,5,184.95,924.75,Insurance,Senior
35957,7,40,41,2023-12-03,12:39:00,1,342.09,342.09,Cash,Senior
35958,9,22,97,2023-04-28,09:05:00,1,93.87,93.87,Insurance,Adult
